image,NLBPresent
DSC02111_1,1
DSC02111_2,1
DSC02112_0,1
DSC02112_1,1
DSC02112_2,1
DSC02112_3,1
DSC02113_0,1
DSC02113_1,1
DSC02113_2,0
DSC02113_3,0
DSC02114_0,0
DSC02114_1,1
DSC02114_2,0
DSC02114_3,1
DSC02115_0,1
DSC02115_1,1
DSC02115_2,1
DSC02116_0,0
DSC02116_1,0
DSC02116_2,1
DSC02116_3,1
DSC02117_0,1
DSC02117_1,0
DSC02117_2,1
DSC02117_3,1
DSC02118_0,0
DSC02118_1,1
DSC02118_2,1
DSC02118_3,0
DSC02119_0,0
DSC02119_1,1
DSC02119_2,1
DSC02119_3,0
DSC02120_1,1
DSC02120_2,1
DSC02120_3,1
DSC02121_0,0
DSC02121_1,1
DSC02121_2,1
DSC02121_3,1
DSC02122_0,1
DSC02122_1,1
DSC02122_3,1
DSC02123_1,1
DSC02123_2,1
DSC02123_3,1
DSC02124_1,0
DSC02124_2,1
DSC02124_3,1
DSC02125_0,1
DSC02125_1,1
DSC02125_2,1
DSC02125_3,1
DSC02126_0,0
DSC02126_2,1
DSC02126_3,1
DSC02127_0,1
DSC02127_1,0
DSC02127_2,1
DSC02127_3,1
DSC02128_0,1
DSC02128_1,1
DSC02128_2,1
DSC02128_3,1
DSC02129_0,1
DSC02129_1,1
DSC02129_2,1
DSC02129_3,1
DSC02130_0,1
DSC02130_2,1
DSC02130_3,1
DSC02131_0,1
DSC02131_1,1
DSC02131_2,1
DSC02131_3,1
DSC02132_0,0
DSC02132_1,1
DSC02132_2,1
DSC02132_3,0
DSC02133_0,1
DSC02133_1,1
DSC02133_2,1
DSC02133_3,1
DSC02134_0,1
DSC02134_1,1
DSC02134_2,0
DSC02134_3,1
DSC02135_0,1
DSC02135_1,1
DSC02135_2,1
DSC02135_3,0
DSC02136_0,0
DSC02136_1,1
DSC02136_2,1
DSC02136_3,1
DSC02137_0,1
DSC02137_1,0
DSC02137_2,0
DSC02137_3,0
DSC02138_0,1
DSC02138_1,0
DSC02138_2,0
DSC02139_0,1
DSC02139_1,1
DSC02139_2,0
DSC02139_3,1
DSC02140_1,1
DSC02140_2,1
DSC02140_3,1
DSC02141_0,1
DSC02141_1,1
DSC02141_2,0
DSC02141_3,1
DSC02142_0,1
DSC02142_1,1
DSC02142_3,1
DSC02143_0,1
DSC02143_1,1
DSC02143_2,1
DSC02144_0,1
DSC02144_1,1
DSC02144_2,0
DSC02144_3,1
DSC02145_0,0
DSC02145_1,1
DSC02145_2,1
DSC02145_3,1
DSC02146_0,1
DSC02146_1,0
DSC02146_2,1
DSC02146_3,0
DSC02147_0,1
DSC02147_1,0
DSC02147_2,1
DSC02147_3,0
DSC02148_0,0
DSC02148_1,1
DSC02148_2,0
DSC02148_3,1
DSC02149_0,1
DSC02149_1,1
DSC02149_2,1
DSC02149_3,1
DSC02150_0,0
DSC02150_1,1
DSC02150_2,1
DSC02150_3,1
DSC02151_0,1
DSC02151_1,1
DSC02151_2,0
DSC02151_3,1
DSC02152_0,1
DSC02152_1,1
DSC02152_2,1
DSC02152_3,1
DSC02153_0,1
DSC02153_1,1
DSC02153_2,1
DSC02153_3,1
DSC02154_0,1
DSC02154_1,1
DSC02154_2,1
DSC02154_3,1
DSC02155_0,1
DSC02155_1,1
DSC02155_2,0
DSC02155_3,1
DSC02156_0,0
DSC02156_1,1
DSC02156_2,1
DSC02156_3,1
DSC02157_0,1
DSC02157_1,0
DSC02157_2,1
DSC02157_3,1
DSC02158_0,1
DSC02158_1,1
DSC02158_2,1
DSC02158_3,0
DSC02159_0,0
DSC02159_1,0
DSC02159_2,0
DSC02159_3,1
DSC02160_0,1
DSC02160_1,1
DSC02160_2,1
DSC02160_3,0
DSC02161_0,1
DSC02161_1,0
DSC02161_2,0
DSC02161_3,0
DSC02162_0,1
DSC02162_1,0
DSC02162_2,1
DSC02162_3,0
DSC02163_0,1
DSC02163_1,1
DSC02163_2,1
DSC02163_3,1
DSC02164_0,1
DSC02164_1,0
DSC02164_2,1
DSC02164_3,1
DSC02165_0,0
DSC02165_1,0
DSC02165_2,0
DSC02165_3,1
DSC02166_0,0
DSC02166_1,0
DSC02166_2,0
DSC02166_3,1
DSC02167_0,1
DSC02167_1,0
DSC02167_2,0
DSC02167_3,0
DSC02168_0,1
DSC02168_1,1
DSC02168_2,1
DSC02168_3,1
DSC02169_0,1
DSC02169_1,1
DSC02169_2,0
DSC02169_3,1
DSC02170_0,0
DSC02170_1,1
DSC02170_2,0
DSC02170_3,0
DSC02171_0,0
DSC02171_1,0
DSC02171_2,1
DSC02171_3,0
DSC02172_0,1
DSC02172_1,1
DSC02172_2,1
DSC02172_3,1
DSC02173_0,1
DSC02173_1,1
DSC02173_2,1
DSC02173_3,1
DSC02174_0,0
DSC02174_1,0
DSC02174_2,0
DSC02174_3,0
DSC02175_0,0
DSC02175_1,1
DSC02175_2,0
DSC02175_3,0
DSC02176_0,1
DSC02176_1,1
DSC02176_2,1
DSC02176_3,0
DSC02177_0,1
DSC02177_1,0
DSC02177_2,1
DSC02177_3,1
DSC02178_0,1
DSC02178_1,1
DSC02178_2,1
DSC02178_3,1
DSC02179_0,0
DSC02179_1,0
DSC02179_2,1
DSC02179_3,0
DSC02180_0,1
DSC02180_1,1
DSC02180_2,1
DSC02180_3,1
DSC02181_0,1
DSC02181_1,1
DSC02181_2,1
DSC02181_3,1
DSC02182_0,1
DSC02182_1,1
DSC02182_2,1
DSC02182_3,1
DSC02183_0,1
DSC02183_1,0
DSC02183_2,0
DSC02183_3,1
