"image","x1","y1","x2","y2","user","day","month","year","hour","minute"
"DSC00968_0","2922","1253","3000","1226","Tyr","12","12","2016","9","55"
"DSC00968_0","2857","1757","2908","1615","Tyr","12","12","2016","9","55"
"DSC00968_0","2728","984","3000","402","Tyr","12","12","2016","9","55"
"DSC00968_0","1275","1210","1097","919","Tyr","12","12","2016","9","55"
"DSC00968_0","1970","388","2070","237","Tyr","12","12","2016","9","55"
"DSC00968_0","900","294","981","97","Tyr","12","12","2016","9","55"
"DSC00968_1","286","1391","270","1065","Tyr","12","12","2016","9","53"
"DSC00968_1","124","1210","243","1154","Tyr","12","12","2016","9","53"
"DSC00968_1","173","1156","0","1237","Tyr","12","12","2016","9","53"
"DSC00968_1","119","1846","256","1677","Tyr","12","12","2016","9","53"
"DSC00968_1","280","1647","337","1364","Tyr","12","12","2016","9","53"
"DSC00968_1","313","1070","340","1437","Tyr","12","12","2016","9","53"
"DSC00968_1","119","604","189","437","Tyr","12","12","2016","9","53"
"DSC00968_1","216","480","245","342","Tyr","12","12","2016","9","53"
"DSC00968_1","43","690","0","854","Tyr","12","12","2016","9","53"
"DSC00968_1","453","205","652","218","Tyr","12","12","2016","9","53"
"DSC00968_1","1032","1202","1264","1291","Tyr","12","12","2016","9","53"
"DSC00968_1","1286","903","1402","1027","Tyr","12","12","2016","9","53"
"DSC00968_1","1189","989","1318","1003","Tyr","12","12","2016","9","53"
"DSC00968_1","1779","536","2181","636","Tyr","12","12","2016","9","53"
"DSC00968_1","2313","1329","2677","1434","Tyr","12","12","2016","9","53"
"DSC00968_1","2757","140","2997","67","Tyr","12","12","2016","9","53"
"DSC00968_1","876","1674","429","1838","Tyr","12","12","2016","9","53"
"DSC00968_1","410","1911","633","1844","Tyr","12","12","2016","9","53"
"DSC00968_1","534","1970","714","1922","Tyr","12","12","2016","9","53"
"DSC00968_1","24","1841","148","1698","Tyr","12","12","2016","9","53"
"DSC00968_1","210","1852","16","2000","Tyr","12","12","2016","9","53"
"DSC00968_1","35","569","0","644","Tyr","12","12","2016","9","53"
"DSC00968_1","35","318","0","404","Tyr","12","12","2016","9","53"
"DSC00968_2","1137","1488","1084","1377","Tyr","12","12","2016","11","6"
"DSC00968_2","1113","1501","1059","1399","Tyr","12","12","2016","11","6"
"DSC00968_2","860","1100","784","946","Tyr","12","12","2016","11","6"
"DSC00968_2","372","1749","305","1690","Tyr","12","12","2016","11","6"
"DSC00968_2","534","1844","493","1941","Tyr","12","12","2016","11","6"
"DSC00968_2","2763","1065","2757","992","Tyr","12","12","2016","11","6"
"DSC00968_2","2865","1218","2957","1140","Tyr","12","12","2016","11","6"
"DSC00968_2","1730","518","1682","439","Tyr","12","12","2016","11","6"
"DSC00968_2","2938","237","2903","119","Tyr","12","12","2016","11","6"
"DSC00968_2","1235","693","1407","574","Tyr","12","12","2016","11","6"
"DSC00968_2","1291","580","1415","520","Tyr","12","12","2016","11","6"
"DSC00968_3","951","272","1075","121","Tyr","12","12","2016","9","45"
"DSC00968_3","1038","248","943","396","Tyr","12","12","2016","9","45"
"DSC00968_3","2580","156","2453","0","Tyr","12","12","2016","9","45"
"DSC00968_3","2625","323","2698","450","Tyr","12","12","2016","9","45"
"DSC00968_3","2580","1763","2609","1906","Tyr","12","12","2016","9","45"
"DSC00968_3","2577","1987","2617","1868","Tyr","12","12","2016","9","45"
"DSC00968_3","2515","1962","2558","1730","Tyr","12","12","2016","9","45"
"DSC00968_3","2501","1547","2526","1768","Tyr","12","12","2016","9","45"
"DSC00968_3","2588","1588","2604","1488","Tyr","12","12","2016","9","45"
"DSC00968_3","2571","1402","2582","1501","Tyr","12","12","2016","9","45"
"DSC00968_3","2501","1469","2404","1237","Tyr","12","12","2016","9","45"
"DSC00968_3","2065","1598","2024","1447","Tyr","12","12","2016","9","45"
"DSC00968_3","2000","1860","2019","1739","Tyr","12","12","2016","9","45"
"DSC00968_3","2350","1218","2437","1394","Tyr","12","12","2016","9","45"
"DSC00969_0","197","1236","0","1409","Ethan","11","11","2016","10","4"
"DSC00969_0","167","1379","0","1536","Ethan","11","11","2016","10","4"
"DSC00969_0","224","1730","555","1758","Ethan","11","11","2016","10","4"
"DSC00969_0","715","1791","1079","1718","Ethan","11","11","2016","10","4"
"DSC00969_0","2345","1373","2321","1255","Ethan","11","11","2016","10","4"
"DSC00969_1","288","1058","218","1200","Ethan","10","11","2016","10","4"
"DSC00969_1","133","536","297","470","Ethan","10","11","2016","10","4"
"DSC00969_1","191","564","279","524","Ethan","10","11","2016","10","4"
"DSC00969_1","361","864","379","706","Ethan","10","11","2016","10","4"
"DSC00969_1","321","827","348","727","Ethan","10","11","2016","10","4"
"DSC00969_1","727","479","927","539","Ethan","10","11","2016","10","4"
"DSC00969_1","1021","415","1152","406","Ethan","10","11","2016","10","4"
"DSC00969_1","1100","458","1209","467","Ethan","10","11","2016","10","4"
"DSC00969_1","1270","445","1588","482","Ethan","10","11","2016","10","4"
"DSC00969_1","1206","612","1576","667","Ethan","10","11","2016","10","4"
"DSC00969_1","645","648","806","597","Ethan","10","11","2016","10","4"
"DSC00969_1","1030","1764","1215","1806","Ethan","10","11","2016","10","4"
"DSC00969_1","1206","1712","1485","1791","Ethan","10","11","2016","10","4"
"DSC00969_1","1627","1827","1724","1848","Ethan","10","11","2016","10","4"
"DSC00969_1","1194","1764","1788","1927","Ethan","10","11","2016","10","4"
"DSC00969_1","1397","1912","1679","2000","Ethan","10","11","2016","10","4"
"DSC00969_1","2552","73","2791","348","Ethan","10","11","2016","10","4"
"DSC00969_1","2448","152","2736","582","Ethan","10","11","2016","10","4"
"DSC00969_2","161","1185","27","961","Ethan","11","7","2016","15","3"
"DSC00969_2","194","1188","52","876","Ethan","11","7","2016","15","3"
"DSC00969_2","418","1345","245","1136","Ethan","11","7","2016","15","3"
"DSC00969_2","2130","715","1930","612","Ethan","11","7","2016","15","3"
"DSC00969_2","2079","755","1800","609","Ethan","11","7","2016","15","3"
"DSC00969_3","0","0","0","0","Tyr","8","12","2016","15","58"
"DSC00970_0","1152","1933","1476","1809","Ethan","9","11","2016","15","16"
"DSC00970_0","1124","1803","921","1891","Ethan","9","11","2016","15","16"
"DSC00970_0","927","1955","1464","1694","Ethan","9","11","2016","15","16"
"DSC00970_0","1436","1758","1533","1709","Ethan","9","11","2016","15","16"
"DSC00970_0","1758","1658","1945","1594","Ethan","9","11","2016","15","16"
"DSC00970_1","574","717","717","674","Tyr","12","12","2016","10","39"
"DSC00970_1","601","741","693","706","Tyr","12","12","2016","10","39"
"DSC00970_1","774","989","873","879","Tyr","12","12","2016","10","39"
"DSC00970_1","2375","1332","2588","1348","Tyr","12","12","2016","10","39"
"DSC00970_1","2714","1221","2941","1245","Tyr","12","12","2016","10","39"
"DSC00970_1","2755","1046","2628","970","Tyr","12","12","2016","10","39"
"DSC00970_1","2763","1094","2496","914","Tyr","12","12","2016","10","39"
"DSC00970_1","2787","75","3000","46","Tyr","12","12","2016","10","39"
"DSC00970_1","434","1167","623","1232","Tyr","12","12","2016","10","39"
"DSC00970_1","509","1119","687","1210","Tyr","12","12","2016","10","39"
"DSC00970_1","547","1111","695","1181","Tyr","12","12","2016","10","39"
"DSC00970_1","434","612","555","585","Tyr","12","12","2016","10","39"
"DSC00970_1","62","310","167","372","Tyr","12","12","2016","10","39"
"DSC00970_1","113","431","0","356","Tyr","12","12","2016","10","39"
"DSC00970_1","140","507","38","420","Tyr","12","12","2016","10","39"
"DSC00970_1","256","580","445","544","Tyr","12","12","2016","10","39"
"DSC00970_1","1049","348","1151","420","Tyr","12","12","2016","10","39"
"DSC00970_1","1162","286","1183","391","Tyr","12","12","2016","10","39"
"DSC00970_1","259","1229","358","1332","Tyr","12","12","2016","10","39"
"DSC00970_1","445","1323","315","1318","Tyr","12","12","2016","10","39"
"DSC00970_1","1105","307","1121","369","Tyr","12","12","2016","10","39"
"DSC00970_1","1787","1736","1951","1933","Tyr","12","12","2016","10","39"
"DSC00970_1","1876","1889","1957","1989","Tyr","12","12","2016","10","39"
"DSC00970_1","1663","1509","1830","1509","Tyr","12","12","2016","10","39"
"DSC00970_1","1747","1429","2035","1464","Tyr","12","12","2016","10","39"
"DSC00970_1","2146","1547","1889","1512","Tyr","12","12","2016","10","39"
"DSC00970_1","1798","1539","1903","1526","Tyr","12","12","2016","10","39"
"DSC00970_1","1666","1480","1873","1499","Tyr","12","12","2016","10","39"
"DSC00970_1","2763","1620","2717","1515","Tyr","12","12","2016","10","39"
"DSC00970_1","2806","1612","2760","1507","Tyr","12","12","2016","10","39"
"DSC00970_1","2779","1857","2806","1779","Tyr","12","12","2016","10","39"
"DSC00970_1","2739","1892","2795","1755","Tyr","12","12","2016","10","39"
"DSC00970_1","2677","1531","2744","1725","Tyr","12","12","2016","10","39"
"DSC00970_2","423","1350","585","1356","Tyr","12","12","2016","10","57"
"DSC00970_2","596","747","744","765","Tyr","12","12","2016","10","57"
"DSC00970_2","852","199","1003","305","Tyr","12","12","2016","10","57"
"DSC00970_2","873","59","933","0","Tyr","12","12","2016","10","57"
"DSC00970_2","1329","22","1474","119","Tyr","12","12","2016","10","57"
"DSC00970_2","1299","146","1458","210","Tyr","12","12","2016","10","57"
"DSC00970_2","1846","229","1927","270","Tyr","12","12","2016","10","57"
"DSC00970_2","1690","181","1650","146","Tyr","12","12","2016","10","57"
"DSC00970_2","1801","569","1906","677","Tyr","12","12","2016","10","57"
"DSC00970_2","1709","1089","1553","916","Tyr","12","12","2016","10","57"
"DSC00970_2","1693","1011","1628","927","Tyr","12","12","2016","10","57"
"DSC00970_2","1590","1049","1512","898","Tyr","12","12","2016","10","57"
"DSC00970_2","2830","493","2997","873","Tyr","12","12","2016","10","57"
"DSC00970_2","2631","1825","2809","1954","Tyr","12","12","2016","10","57"
"DSC00970_2","2501","1714","2609","1650","Tyr","12","12","2016","10","57"
"DSC00970_2","2744","1636","2542","1709","Tyr","12","12","2016","10","57"
"DSC00970_2","1663","54","1836","162","Tyr","12","12","2016","10","57"
"DSC00970_2","102","86","0","30","Tyr","12","12","2016","10","57"
"DSC00970_2","1588","1642","1784","1798","Tyr","12","12","2016","10","57"
"DSC00970_2","1838","1725","1631","1580","Tyr","12","12","2016","10","57"
"DSC00970_2","1903","739","1951","806","Tyr","12","12","2016","10","57"
"DSC00970_2","1884","755","1922","825","Tyr","12","12","2016","10","57"
"DSC00970_2","1210","1458","1218","1348","Tyr","12","12","2016","10","57"
"DSC00970_3","1773","412","1882","352","Ethan","11","11","2016","10","2"
"DSC00970_3","2176","588","2345","521","Ethan","11","11","2016","10","2"
"DSC00970_3","2061","176","1873","6","Ethan","11","11","2016","10","2"
"DSC00970_3","1930","176","1821","61","Ethan","11","11","2016","10","2"
"DSC00970_3","233","421","12","694","Ethan","11","11","2016","10","2"
"DSC00970_3","218","558","52","718","Ethan","11","11","2016","10","2"
"DSC00970_3","239","682","55","906","Ethan","11","11","2016","10","2"
"DSC00970_3","388","545","261","752","Ethan","11","11","2016","10","2"
"DSC00970_3","203","842","82","991","Ethan","11","11","2016","10","2"
"DSC00970_3","685","1630","876","1797","Ethan","11","11","2016","10","2"
"DSC00970_3","948","1773","739","1976","Ethan","11","11","2016","10","2"
"DSC00970_3","942","1824","1048","1873","Ethan","11","11","2016","10","2"
"DSC00970_3","1136","1594","1442","1552","Ethan","11","11","2016","10","2"
"DSC00970_3","1382","1597","1600","1570","Ethan","11","11","2016","10","2"
"DSC00970_3","1770","1633","1582","1591","Ethan","11","11","2016","10","2"
"DSC00970_3","1258","1670","1109","1682","Ethan","11","11","2016","10","2"
"DSC00970_3","1324","1664","1485","1615","Ethan","11","11","2016","10","2"
"DSC00970_3","1479","1639","1588","1627","Ethan","11","11","2016","10","2"
"DSC00970_3","1615","1658","1364","1724","Ethan","11","11","2016","10","2"
"DSC00970_3","1682","1642","1600","1879","Ethan","11","11","2016","10","2"
"DSC00970_3","1906","1603","1824","1706","Ethan","11","11","2016","10","2"
"DSC00970_3","2012","1658","1855","1736","Ethan","11","11","2016","10","2"
"DSC00970_3","2906","1912","3000","1955","Ethan","11","11","2016","10","2"
"DSC00970_3","2339","1767","2394","1648","Ethan","11","11","2016","10","2"
"DSC00971_0","1474","918","1647","743","Tyr","27","6","2016","20","35"
"DSC00971_0","1522","979","1677","777","Tyr","27","6","2016","20","35"
"DSC00971_0","1726","1126","1832","1158","Tyr","27","6","2016","20","35"
"DSC00971_0","1810","1202","1711","1178","Tyr","27","6","2016","20","35"
"DSC00971_0","1637","1236","1574","1363","Tyr","27","6","2016","20","35"
"DSC00971_0","1496","1585","1415","1774","Tyr","27","6","2016","20","35"
"DSC00971_0","2060","1599","2189","1440","Tyr","27","6","2016","20","35"
"DSC00971_0","1997","308","1824","447","Tyr","27","6","2016","20","35"
"DSC00971_0","1067","1434","1115","1611","Tyr","27","6","2016","20","35"
"DSC00971_0","1126","1415","1097","1345","Tyr","27","6","2016","20","35"
"DSC00971_0","912","1321","880","1158","Tyr","27","6","2016","20","35"
"DSC00971_0","2028","1780","1897","1874","Tyr","27","6","2016","20","35"
"DSC00971_0","2030","1838","1925","1901","Tyr","27","6","2016","20","35"
"DSC00971_0","2466","1343","2585","1329","Tyr","27","6","2016","20","35"
"DSC00971_0","2098","1047","1951","1095","Tyr","27","6","2016","20","35"
"DSC00971_0","1581","74","1355","127","Tyr","27","6","2016","20","35"
"DSC00971_0","1385","173","1544","177","Tyr","27","6","2016","20","35"
"DSC00971_0","2060","119","2209","30","Tyr","27","6","2016","20","35"
"DSC00971_0","1103","505","805","515","Tyr","27","6","2016","20","35"
"DSC00971_0","910","467","757","489","Tyr","27","6","2016","20","35"
"DSC00971_0","1299","1452","1403","1589","Tyr","27","6","2016","20","35"
"DSC00971_0","2899","552","2813","638","Tyr","27","6","2016","20","35"
"DSC00971_1","964","1767","1376","1776","Ethan","10","11","2016","15","11"
"DSC00971_1","991","1585","1142","1691","Ethan","10","11","2016","15","11"
"DSC00971_1","1200","1633","1312","1585","Ethan","10","11","2016","15","11"
"DSC00971_1","1185","1712","1312","1636","Ethan","10","11","2016","15","11"
"DSC00971_1","1194","1552","1282","1530","Ethan","10","11","2016","15","11"
"DSC00971_1","2706","1485","2800","1724","Ethan","10","11","2016","15","11"
"DSC00971_2","2191","1631","2202","1450","Tyr","12","12","2016","10","26"
"DSC00971_2","2237","1558","2259","1305","Tyr","12","12","2016","10","26"
"DSC00971_2","2410","1814","2679","1884","Tyr","12","12","2016","10","26"
"DSC00971_2","2768","1270","2992","1256","Tyr","12","12","2016","10","26"
"DSC00971_2","2580","817","2687","704","Tyr","12","12","2016","10","26"
"DSC00971_2","2412","895","2547","717","Tyr","12","12","2016","10","26"
"DSC00971_2","1817","1509","1962","1601","Tyr","12","12","2016","10","26"
"DSC00971_2","1809","1671","1736","1771","Tyr","12","12","2016","10","26"
"DSC00971_2","1601","1744","1774","1749","Tyr","12","12","2016","10","26"
"DSC00971_2","1571","1693","1644","1755","Tyr","12","12","2016","10","26"
"DSC00971_2","1013","892","1097","1049","Tyr","12","12","2016","10","26"
"DSC00971_2","1121","868","1116","687","Tyr","12","12","2016","10","26"
"DSC00971_2","1571","1022","1569","747","Tyr","12","12","2016","10","26"
"DSC00971_2","1647","1011","1636","811","Tyr","12","12","2016","10","26"
"DSC00971_2","1685","987","1655","809","Tyr","12","12","2016","10","26"
"DSC00971_2","1668","1097","1652","1038","Tyr","12","12","2016","10","26"
"DSC00971_2","1733","102","1830","0","Tyr","12","12","2016","10","26"
"DSC00971_2","1771","137","1857","0","Tyr","12","12","2016","10","26"
"DSC00971_2","1720","62","1757","0","Tyr","12","12","2016","10","26"
"DSC00971_2","2447","1213","2358","1213","Tyr","12","12","2016","10","26"
"DSC00971_2","2836","1677","3000","1706","Tyr","12","12","2016","10","26"
"DSC00971_2","2811","1701","3000","1771","Tyr","12","12","2016","10","26"
"DSC00971_2","2714","1615","2849","1725","Tyr","12","12","2016","10","26"
"DSC00971_2","2728","1571","2871","1701","Tyr","12","12","2016","10","26"
"DSC00971_2","2065","1499","2137","1606","Tyr","12","12","2016","10","26"
"DSC00971_2","2078","1439","2148","1544","Tyr","12","12","2016","10","26"
"DSC00971_2","100","1259","0","1270","Tyr","12","12","2016","10","26"
"DSC00971_2","1049","830","1078","660","Tyr","12","12","2016","10","26"
"DSC00971_3","197","645","282","791","Ethan","7","11","2016","15","45"
"DSC00971_3","1400","573","1273","476","Ethan","7","11","2016","15","45"
"DSC00971_3","2491","303","2603","324","Ethan","7","11","2016","15","45"
"DSC00971_3","2409","1530","2470","1770","Ethan","7","11","2016","15","45"
"DSC00971_3","2564","1864","2627","1994","Ethan","7","11","2016","15","45"
"DSC00972_0","709","927","933","1018","Ethan","14","11","2016","14","40"
"DSC00972_1","0","0","0","0","Tyr","12","12","2016","10","0"
"DSC00972_2","79","345","261","82","Ethan","8","11","2016","18","29"
"DSC00972_2","100","215","0","218","Ethan","8","11","2016","18","29"
"DSC00972_2","1994","1888","2261","2000","Ethan","8","11","2016","18","29"
"DSC00972_2","2218","1736","2473","1867","Ethan","8","11","2016","18","29"
"DSC00972_2","2633","1827","2936","1803","Ethan","8","11","2016","18","29"
"DSC00972_2","1000","894","1258","964","Ethan","8","11","2016","18","29"
"DSC00972_2","1106","1321","958","1191","Ethan","8","11","2016","18","29"
"DSC00972_3","2199","482","2283","334","Tyr","12","12","2016","11","6"
"DSC00972_3","2040","650","2178","501","Tyr","12","12","2016","11","6"
"DSC00972_3","2275","582","2456","447","Tyr","12","12","2016","11","6"
"DSC00972_3","2218","590","2375","364","Tyr","12","12","2016","11","6"
"DSC00972_3","2146","755","2235","623","Tyr","12","12","2016","11","6"
"DSC00972_3","1776","528","1782","391","Tyr","12","12","2016","11","6"
"DSC00972_3","795","1892","765","1744","Tyr","12","12","2016","11","6"
"DSC00972_3","2377","1892","2377","1741","Tyr","12","12","2016","11","6"
"DSC00972_3","2458","1849","2458","1725","Tyr","12","12","2016","11","6"
"DSC00973_0","461","286","736","310","Tyr","12","12","2016","10","52"
"DSC00973_1","0","0","0","0","Ethan","10","11","2016","10","15"
"DSC00973_2","358","1606","155","1703","Ethan","10","11","2016","10","41"
"DSC00973_2","1494","1515","1448","1682","Ethan","10","11","2016","10","41"
"DSC00973_2","1421","1648","1412","1891","Ethan","10","11","2016","10","41"
"DSC00973_2","1379","1291","1300","1194","Ethan","10","11","2016","10","41"
"DSC00973_2","1806","324","1842","91","Ethan","10","11","2016","10","41"
"DSC00973_2","1867","282","1909","67","Ethan","10","11","2016","10","41"
"DSC00973_2","1909","333","1973","36","Ethan","10","11","2016","10","41"
"DSC00973_3","0","0","0","0","Tyr","12","12","2016","9","42"
"DSC00974_0","1997","951","2108","712","Tyr","8","12","2016","15","58"
"DSC00974_0","2237","706","2420","399","Tyr","8","12","2016","15","58"
"DSC00974_0","2569","714","2790","385","Tyr","8","12","2016","15","58"
"DSC00974_0","2625","704","2464","938","Tyr","8","12","2016","15","58"
"DSC00974_0","2639","827","2779","534","Tyr","8","12","2016","15","58"
"DSC00974_1","0","0","0","0","Ethan","10","11","2016","10","18"
"DSC00974_2","0","0","0","0","Ethan","10","11","2016","17","36"
"DSC00974_3","1836","1055","2215","1155","Ethan","9","11","2016","14","4"
"DSC00974_3","1794","1161","2182","1270","Ethan","9","11","2016","14","4"
"DSC00975_0","1369","787","1570","630","Tyr","4","7","2016","22","25"
"DSC00975_0","1502","616","1363","733","Tyr","4","7","2016","22","25"
"DSC00975_0","1647","556","1810","481","Tyr","4","7","2016","22","25"
"DSC00975_0","2444","1091","2442","1484","Tyr","4","7","2016","22","25"
"DSC00975_0","2366","1488","2398","1146","Tyr","4","7","2016","22","25"
"DSC00975_0","2309","1321","2364","902","Tyr","4","7","2016","22","25"
"DSC00975_0","2503","991","2509","1186","Tyr","4","7","2016","22","25"
"DSC00975_0","1764","1577","1784","1881","Tyr","4","7","2016","22","25"
"DSC00975_0","1734","1746","1726","1514","Tyr","4","7","2016","22","25"
"DSC00975_0","1039","1502","1037","1003","Tyr","4","7","2016","22","25"
"DSC00975_0","272","1784","324","1915","Tyr","4","7","2016","22","25"
"DSC00975_0","1486","1377","1051","1311","Tyr","4","7","2016","22","25"
"DSC00975_0","1164","1266","1313","1198","Tyr","4","7","2016","22","25"
"DSC00975_0","1321","1226","1577","1136","Tyr","4","7","2016","22","25"
"DSC00975_0","1919","1530","2088","1321","Tyr","4","7","2016","22","25"
"DSC00975_0","2462","860","2384","1126","Tyr","4","7","2016","22","25"
"DSC00975_0","938","1383","1001","1049","Tyr","4","7","2016","22","25"
"DSC00975_1","0","0","0","0","Tyr","4","7","2016","22","4"
"DSC00975_2","1376","533","1482","345","Ethan","2","7","2016","12","52"
"DSC00975_2","1658","470","1982","736","Ethan","2","7","2016","12","52"
"DSC00975_3","0","0","0","0","Ethan","9","11","2016","11","36"
"DSC00976_0","1838","863","1984","752","Tyr","12","12","2016","9","45"
"DSC00976_0","1957","833","2151","698","Tyr","12","12","2016","9","45"
"DSC00976_0","2027","806","1879","960","Tyr","12","12","2016","9","45"
"DSC00976_0","1728","577","1954","380","Tyr","12","12","2016","9","45"
"DSC00976_0","1709","528","1957","302","Tyr","12","12","2016","9","45"
"DSC00976_0","1803","353","1962","226","Tyr","12","12","2016","9","45"
"DSC00976_0","2124","639","2391","477","Tyr","12","12","2016","9","45"
"DSC00976_0","1925","1908","1787","2000","Tyr","12","12","2016","9","45"
"DSC00976_0","2008","1903","2245","1725","Tyr","12","12","2016","9","45"
"DSC00976_0","2062","1803","2173","1717","Tyr","12","12","2016","9","45"
"DSC00976_0","2173","1833","2307","1720","Tyr","12","12","2016","9","45"
"DSC00976_0","1919","1779","2100","1757","Tyr","12","12","2016","9","45"
"DSC00976_0","1353","1609","1423","1677","Tyr","12","12","2016","9","45"
"DSC00976_0","644","1539","518","1507","Tyr","12","12","2016","9","45"
"DSC00976_0","547","1458","677","1493","Tyr","12","12","2016","9","45"
"DSC00976_0","399","908","342","744","Tyr","12","12","2016","9","45"
"DSC00976_0","189","65","167","0","Tyr","12","12","2016","9","45"
"DSC00976_0","194","445","0","420","Tyr","12","12","2016","9","45"
"DSC00976_0","224","752","337","774","Tyr","12","12","2016","9","45"
"DSC00976_0","916","827","1049","790","Tyr","12","12","2016","9","45"
"DSC00976_0","1671","736","1757","760","Tyr","12","12","2016","9","45"
"DSC00976_0","2321","623","2520","642","Tyr","12","12","2016","9","45"
"DSC00976_0","2825","644","2407","547","Tyr","12","12","2016","9","45"
"DSC00976_0","1795","1539","1925","1580","Tyr","12","12","2016","9","45"
"DSC00976_0","1267","1960","1334","2000","Tyr","12","12","2016","9","45"
"DSC00976_1","1713","807","2011","801","Tyr","27","6","2016","21","12"
"DSC00976_1","1957","787","2080","828","Tyr","27","6","2016","21","12"
"DSC00976_1","2036","622","2094","715","Tyr","27","6","2016","21","12"
"DSC00976_1","2124","654","2134","757","Tyr","27","6","2016","21","12"
"DSC00976_1","2579","465","2855","372","Tyr","27","6","2016","21","12"
